Project Website,Lead Signal Date,Investment Announcement Date,Project Description (100 words),Investment Stage,Lead Time,Lead Time (Months),Round Investment Amount ($M),Total Money Raised ($M),Latest Round Co-Investors,Previous Round Investors
https://www.pearbio.com/,10/16/2022,05/15/2023,"Pear Bio pioneers cancer treatment evaluation through patient microtumors and advanced computer vision. Our groundbreaking microtumor technology replicates crucial aspects of the human tumor microenvironment for precise lab analysis, aiding in treatment decisions for physicians and supporting pharmaceutical companies in therapy development. Leveraging computer vision algorithms, we assess treatment efficacy, offering insights into cancer regression and potential new targets for anti-cancer drugs. Whether aiding doctors in personalized treatment selection, guiding patients towards experimental therapies, or assisting pharma in streamlining research, Pear Bio stands at the forefront of oncology innovation. Join us in shaping the future of cancer care.",Series A,211,8,14,19.8,"SOSV, Octopus Ventures, Hoxton Ventures, Fly Ventures, Crista Galli Ventures, Compound","SOSV, Greater London Authority, SoftBank Vision Fund Emerge Program, Hoxton Ventures, Fly Ventures, Crista Galli Ventures, Compound, RebelBio"
www.cloverly.com,10/16/2022,05/11/2023,"Cloverly is a pioneering platform facilitating scalable climate action, catering to both buyers and suppliers. Positioned at the forefront of environmental stewardship, it offers innovative solutions to combat climate change. Through its user-friendly interface, buyers can seamlessly integrate eco-conscious practices into their purchasing decisions, while suppliers gain access to a broad network committed to sustainability. Cloverly's approach emphasizes collaboration and accountability, fostering a community dedicated to mitigating environmental impact. With a robust array of resources and a commitment to transparency, Cloverly empowers individuals and businesses alike to make tangible contributions to a greener future, revolutionizing the landscape of climate-conscious commerce.",Series A,207,7,19,21.1,"Tech Square Ventures, SaaS Ventures, Open Opportunity Fund, New Climate Ventures, Mission One Capital, Knoll Ventures, Impact Engine, Grotech Ventures, Creative Co Capital, Circadian Ventures, BIP Ventures, Aquiline Technology Growth","Tech Square Ventures, Open Opportunity Fund, Knoll Ventures, Circadian Ventures, BIP Ventures"
www.inngest.com,7/12/2023,01/30/2024,"Inngest pioneers effortless serverless queues, background jobs, and workflows, allowing seamless development within existing codebases without additional infrastructure. Whether running on serverless, servers, or edge, Inngest boasts zero-infrastructure management and automatic retries for maximum reliability. With a durable workflow platform and SDKs, Inngest empowers teams to ship reliable products effortlessly. From durable workflows to AI & LLM chaining and custom workflow engines, Inngest offers versatile solutions for diverse needs. Trusted by renowned companies like SoundCloud, TripAdvisor, and Snaplet, Inngest enables the delivery of reliable and scalable products, making the impossible achievable in today's fast-paced technological landscape.",Series A,202,7,6.1,10.6,"Guillermo Rauch, GGV Capital, Andreessen Horowitz, Afore Capital","Tom Preston-Werner, GGV Capital, Comma Capital, Afore Capital, Kleiner Perkins, Banana Capital, Oana Olteanu"
"www.joinslash.com",10/16/2022,05/04/2023,"Slash is the ultimate banking solution tailored for high-spending businesses, offering checking, profit tracking, and virtual cards. Trusted by over 20,000 entrepreneurs, Slash provides real-time profit monitoring, virtual card creation, and expedited payments, ensuring swift access to funds. With a focus on online entrepreneurs, Slash distinguishes personal and business accounts seamlessly, facilitating clarity and compliance. Ideal for Shopify, dropshipping, and Amazon FBA sellers, Slash offers competitive cashback, instant deposits, and a suite of features unmatched by traditional banks. Backed by world-class investors and endorsed by satisfied users, Slash stands as the next-generation banking platform empowering businesses to thrive in the digital landscape.",Series A,200,7,19,19,"Y Combinator, William Hockey, Soma Capital, Rick Yang, Menlo Ventures, Justin Mateen, Global Founders Capital, Connect Ventures","Rick Yang, Azure Ventures Group, Y Combinator"
www.zeelo.co,02/12/2023,08/15/2023,"Zeelo is the forefront leader in commuting solutions, specializing in highly efficient transportation for companies and schools. By optimizing transportation programs, Zeelo helps organizations save on costs and increase ridership, offering tailored solutions for office and warehouse shuttles, as well as home-to-school transportation. Their unique 5-step optimization engine ensures efficiency from program design to operation, resulting in significant cost reductions, improved administration, and enhanced sustainability. Zeelo's success is exemplified by helping Fidelity International save £420k (29%) and achieving a 98.3% positive employee experience. With a commitment to design, procure, launch, operate, and optimize, Zeelo is the smart bus platform reshaping transportation for organizations.",Series A,184,7,14,33.6,"IREON Ventures, InMotion Ventures, FLATZ HOFFMANN, ETF Partners","Neil Smith, InMotion Ventures, ETF Partners, Michael Liebreich, Liam Griffin, Dynamo, 
Simon Woodroffe, Michael Liebreich"
accure.net,02/20/2023,08/22/2023,"ACCURE Battery Intelligence is a trailblazing force in battery analytics, empowering businesses to transform battery data into actionable business intelligence. Crafted by world-class battery experts, ACCURE's award-winning software ensures exceptional battery performance, mitigating risks and extending lifetimes. With continuous safety monitoring, the platform prevents critical battery failures, providing peace of mind to users across diverse sectors—automotive, energy storage, maritime, and more. ACCURE's cloud-based predictive analytics platform enables data-driven decisions, enhancing safety, reliability, and sustainability. Trusted by Berlin's transport authority and Soel Yachts, ACCURE manages over 3 GWh of battery storage, 750,000+ modules, and offers a comprehensive suite of solutions for Safety, Performance, and Lifetime management.",Series A,183,7,7.8,18.5,"Riverstone Holdings, HSBC Asset Management, Capnamic Ventures, Blue Bear Capital","Capnamic Ventures, Blue Bear Capital, 42CAP, "
http://modernfi.com/,08/03/2023,01/23/2024,"ModernFi revolutionizes deposit management for financial institutions, offering a fully integrated deposit network and API-driven platform. By streamlining operations, ModernFi helps banks reduce interest expenses, grow net interest margins, and attract large-value depositors with a frictionless digital experience. Through sweep, reciprocate, and receive functionalities, ModernFi simplifies deposit management for both banks and depositors, eliminating unnecessary paperwork and enhancing efficiency. Backed by client success stories and statistical evidence showing stronger deposit growth, ModernFi's innovative technology is reshaping the banking sector's approach to deposit management, providing critical features to enhance digital capabilities and drive robust, modern services.",Series A,173,6,18.7,23.2,"Remarkable Ventures, Regions Bank, Huntington National Bank, First Horizon,  Canapi Ventures,  Andreessen Horowitz",Andreessen Horowitz
www.unit1gear.com/,10/25/2022,04/12/2023,"UNIT 1 pioneers innovation in action sports, leveraging cutting-edge technology and design to redefine the boundaries of athletic performance and experience. Committed to pushing the limits, UNIT 1 develops revolutionary gear, equipment, and experiences tailored to adrenaline enthusiasts worldwide. With a relentless focus on quality and functionality, the company seamlessly merges style with substance, empowering athletes to excel in their pursuits. UNIT 1's dynamic approach to product development and partnerships ensures that it remains at the forefront of the industry, inspiring athletes to embrace new challenges and reach unprecedented heights in their sporting endeavors. Passion, innovation, and excellence drive UNIT 1's mission to elevate action sports to unprecedented levels of excitement and achievement.",Series A,169,6,3.5,3.5,"Slingshot Ventures, Ponooc, Joyned Capital",leAD Sports & Health Tech Partners
https://www.recraft.ai/,8/2/2023,01/18/2024,"Recraft is the first generative AI design tool, empowering users to effortlessly create and edit digital illustrations, vector art, icons, and 3D graphics in a consistent brand style. With 400K+ users and 50M+ AI-generated graphics, Recraft is trusted by brands and creators. Evolve your design style using intuitive tools that offer creative freedom and precise control. Transform a single image into a stylized set or iterate effortlessly with simple visual controls. Recraft's powerful AI toolbox enables endless iterations from text or visual input to sophisticated designs in minutes. Explore the community's gallery for inspiration and discover new techniques. Get started for free without the need for a credit card.",Series A,169,6,12,12,"Zhenya Loginov, RTP Global, Nat Friedman, Elad Gil, Dharmesh Shah, Basis Set Ventures,  Akshay Kothari, Abstract Ventures, AAL VC",-
https://www.retorio.com/,05/31/2023,11/15/2023,"Retorio is a pioneering Behavioral Intelligence Platform, leveraging AI to identify and foster winning behaviors. Trusted by leading companies like Harman-Samsung, Personio, and Vodafone, Retorio offers AI-powered coaching and training programs for sales, service, after-sales, and leadership. Their platform, free from biases, analyzes facial expressions, gestures, tone, and language, ensuring 90%+ accuracy. Retorio links training to tangible business results, with analytics pinpointing impactful behaviors. Uniquely focusing on actual behavior rather than self-reports, Retorio simplifies global deployment and integrates seamlessly with existing platforms. Join companies boosting profitability by 60% through AI-driven behavior analysis.",Series A,168,6,9.8,9.8,"Storm Ventures, SquareOne Venture Capital, Sofia Angels Ventures, Passion Capital, Basinghall Partners","Sofia Angels Ventures, Conviction VC, Basinghall Partners"
paytrix.io,10/23/2022,03/29/2023,"Paytrix streamlines global payments with its pioneering platform, offering businesses seamless access to premier payment infrastructure worldwide. Through a single ecosystem, contract, and API, Paytrix simplifies complexities inherent in managing diverse payment providers, enabling organizations to focus on rapid scaling while relinquishing mundane operational burdens. By curating a diverse range of financial services, including real-time rates and global payout networks, Paytrix empowers businesses to expand globally without the usual hurdles of navigating multiple contracts, APIs, or regulatory landscapes. Supported by renowned investors, Paytrix redefines the future of global payments, making scalability effortless and unlocking new market opportunities for enterprises seeking frictionless payment solutions.",Series A,157,6,18.3,24,"Unusual Ventures, The Fintech Fund, Motive Partners, Hambro Perks Ltd., Fin Capital, D4 Ventures, Clocktower Technology Ventures, Better Tomorrow Ventures, Bain Capital Ventures","The Fintech Fund, Hambro Perks Ltd., Four Cities Capital, Fin Capital, Better Tomorrow Ventures, Bain Capital Ventures"
op3n.world/,10/16/2022,03/21/2023,OP3N WORLD is an online platform that allows users to create personalized AI images and place them on various products to create custom gifts.,Series A,156,6,28,38,"Warner Music Group, WAGMI Ventures, The Spartan Group, Superscrypt, Russell Westbrook, Republic Crypto, New Enterprise Associates, GSR, Galaxy Digital, Dragonfly Capital Management, Creative Artists Agency, Connect Ventures, BRV Capital Management, Blizzard Fund, Animoca Brands, Alumni Ventures","WhaleShark, Soma Capital, Sebastien Birget, Justin Kan, Goodwater Capital, 500 Global"
https://www.granata.bio/,9/4/2023,01/16/2024,"Granata Bio, founded in 2018, is a biopharmaceutical company dedicated to women’s health and infertility. With a focus on underserved markets in US IVF medication, Granata Bio pioneers solutions from ovarian stimulation to luteal phase support. Committed to patient well-being, they support RESOLVE: The National Infertility Association and engage in advocacy. Their experienced team boasts over 75 years in reproductive health, excelling in clinical development, regulation, and commercialization. Granata Bio fosters strategic partnerships, as seen in collaborations with IBSA Group, striving to advance innovative treatments. Positioned as leaders in the field, Granata Bio endeavors to redefine fertility care in North America.",Series A,134,5,14,14.1,"Vibe Bio, Google Ventures, Gedeon Richter, CooperSurgical, Amboy Street Ventures, Alumni Ventures",-
https://www.cycle.eco/,03/15/2023,07/19/2023,"CYCLE is a premier full-service E-Bike subscription offering a monthly rental scheme to keep your wheels turning. Specializing in utility E-Bikes designed for delivery, CYCLE provides high-performance electric vehicles with exceptional capabilities. Their in-house service covers repairs and maintenance, ensuring worry-free usage. The peace of mind package, including theft protection and GPS tracking, allows riders to enjoy stress-free journeys. With a diverse E-bike collection, featuring models like the 20FIFTY Cargo and CYCLE One, the platform caters to urban commuters across 85 cities in Austria, Germany, Italy, the Netherlands, and Poland. CYCLE's seamless subscription process and extensive fleet management make them the go-to choice for thousands of riders seeking enhanced daily transportation experiences.",Series A,126,5,11.2,29.9,"Visionaries Club, Third Sphere, SpeedUp Venture Capital Group, Scania Growth Capital, LocalGlobe, Founder Collective, EnBW New Ventures, APX","Visionaries Club, Third Sphere, SpeedUp Venture Capital Group, Roger Hassan, LocalGlobe, Jan Dzulko, GreenPoint Partners, Fredrik Hjelm, Founder Collective, EnBW New Ventures, Benjamin Bremmer, APX, Techstars, "
www.guidde.co/,07/01/2023,10/31/2023,"Guidde is a game-changing AI platform for swiftly creating how-to guides and video documentation. It turbocharges the production process by a factor of 11, making intricate processes a breeze to understand. Sign-up is hassle-free, requiring no credit card information. User endorsements underscore its capacity to simplify instructions and improve customer support through personalized video responses. Guidde also facilitates the creation of tutorial video libraries and streamlines onboarding, reducing support inquiries. Its feature set includes Magic Capture, AI-generated voiceovers, an intuitive editor, and effortless sharing options. Guidde empowers users to effortlessly craft professional-grade videos, making it an invaluable asset for businesses of all sizes.",Series A,122,4,11.6,11.6,"Tiferes Ventures, Norwest Venture Partners, Honeystone Capital, Entree Capital, Crescendo Ventures",Honyestone Ventures
https://www.gosummer.com/,07/10/2023,11/07/2023,"Summer is the ultimate solution for owning your dream vacation home effortlessly. Our expert team guides you to find the perfect retreat and offers two flexible pathways to homeownership. We manage the entire process, from design and furnishing to renovations and setup, ensuring every detail is meticulously taken care of. While you're away, relax knowing your property is in expert hands. Summer handles property management, guest inquiries, revenue management, and all the essentials, allowing you to maximize your investment without any stress. Experience the smartest way to own your vacation home with Summer.",Series A,120,4,18,81.5,"Viola Group, Viola FinTech, QED Investors, Not Boring, Merrimac, Lightspeed Venture Partners, 
Gaingels, Firstminute Capital, Elizabeth Street Ventures, Connecticut Innovations, Alumni Ventures, 1Sharpe Capital","Setpoint.io, Roman Smolevskiy, QED Investors, Lightspeed Venture Partners, Firstminute Capital, Beluga Capital, 1Sharpe Ventures"
"www.affecttherapeutics.com",03/16/2023,07/12/2023,"Affect Therapeutics pioneers addiction recovery through a groundbreaking smartphone app, offering an integrated digital treatment program for drug and alcohol addiction. By changing the game, the app employs science-backed strategies, including contingency management with financial incentives for healthy choices, group and individual therapy, and medication management for cravings. Entirely private, digital, and accessible, appointments are conducted through secure video conferences, providing flexibility and eliminating the need for physical attendance. Affect Therapeutics goes beyond sobriety, supporting users in transforming their lives, with a dedicated care team helping with various aspects, from finding employment to improving overall well-being. This revolutionary program has garnered positive member reviews for its accountability, support, and life-changing impact.",Series A,118,4,16,23,"What If Ventures, Samsung NEXT, LifeArc Ventures, City Light Capital, Artis Ventures (AV), AlleyCorp","What If Ventures, Kapor Capital, Artis Ventures (AV), AlleyCorp, City Light Capital, Acumen America"
blockjoy.com/,10/09/2022,02/02/2023,"BlockJoy is a Web3 infrastructure company providing node management solutions for blockchain developers, staking-as-a-service, and API-as-a-service companies, aiming to reduce operational costs and enhance network performance.",Series A,116,4,12,14.1,"Tribe Capital, Renegade Ventures, Gradient Ventures, Draper Dragon, Borderless Capital, Bessemer Venture Partners, Active Capital ",-
getclair.com,03/15/2023,07/06/2023,"Clair, a financial technology company, revolutionizes personal finance with its innovative banking app that pays users before payday. Offering an easy-to-use interface, the Clair app provides on-demand pay, allowing users to access up to 50% of their gross earnings instantly, free of charge. Coupled with the Clair Debit Mastercard® featuring no monthly fees and access to 40,000 in-network ATMs, Clair simplifies daily spending. Employees at over 12,000 businesses benefit from Clair's services, experiencing financial freedom and stress-free living. Clair's mission-driven approach focuses on transforming financial well-being, making it a standout solution for individuals seeking timely access to their earnings.",Series A,113,4,25,194.6,"Upfront Ventures, Thrive Capital, Kairos HQ","Pathward, Thrive Capital, Mischief, Angus Davis, Walkabout Ventures, Upfront Ventures, Paul Appelbaum, Michael Vaughan, Founder Collective, David de Picciotto"
"www.oxccu.com",03/16/2023,07/07/2023,"OXCCU Tech Ltd, a groundbreaking company spun out from the University of Oxford’s Chemistry Department, pioneers the transformation of CO₂ and renewable energy into fuels, chemicals, and plastics. Focused on mitigating climate impact, their mission is to provide future generations with the benefits of hydrocarbons while addressing the imperative to shift to zero-emissions energy sources. Tackling the challenge of long-distance fuels, chemicals, and plastics, OXCCU combines CO₂ with H₂ from water and renewable electricity, ushering in a truly circular economy for e-fuels, e-chemicals, and e-plastics. Led by experts like Dr. Tiancun Xiao, OXCCU is recognized for innovations, including carbon-neutral jet fuel, garnering attention from industry leaders and investors.",Series A,113,4,22,26.2,"University of Oxford, Trafigura, TechEnergy Ventures, Kiko Ventures, IP Group, Eni Next, Doral Energy-Tech Ventures, Clean Energy Ventures, Braavos Investment Advisers, Aramco Ventures",Ricardo
http://www.sitetechnologies.io,06/02/2023,09/12/2023,"SITE Technologies revolutionizes property intelligence, offering a dynamic platform that transforms the analysis of data for decision-makers. Utilizing drones, planes, thermal imaging, satellites, sensors, and more, SITE captures and analyzes comprehensive data. Their cloud-based platform allows users to visualize assets from laptops, integrating AI and ML for expert-driven predictions. With interactive budgeting tools, SITE optimizes spending and repairs, providing fast, insightful analytics at a click. Notably, SITE achieves an average cost and turnaround time less than 50% of the industry average, offering exceptional value. Testimonials, like Brookfield Properties', highlight the transformative impact SITE has on managing assets, emphasizing both technological excellence and collaborative partnerships.",Series A,102,4,10,10,"Protagonist, Prologis Ventures, DivcoWest",-
www.fernride.com/,03/15/2023,06/13/2023,"FERNRIDE leads the charge in autonomous, electric yard-trucking, offering a seamless transition towards automation with human-assisted driving ensuring profit margins remain intact. With a focus on operational service reliability and sustainability, FERNRIDE pioneers zero-emission logistics powered by electric vehicles and cutting-edge technology. Emphasizing safety and productivity, the platform ensures human-machine collaboration enhances everyday operations, safeguarding workers and optimizing output. Positioned as the next ""big thing"" in transportation, FERNRIDE accelerates the transition to automated logistics, promising to revolutionize the movement of people and goods worldwide with its innovative approach to autonomy and sustainability.",Series A,90,3,31.6,61,"Speedinves Schenker Ventures, PUSH VC, Promus Ventures, KRONE, HHLA Next, Fly Ventures, 10x Founders","Speedinvest, Promus Ventures, Kinled Holding, Initiative for Industrial Innovators, Fly Ventures, 10x Founders, Intel Ignite, "
https://deepdrive.tech/,12/22/2022,03/21/2023,"DeepDrive pioneers groundbreaking drive units designed for electric vehicles, setting new standards for efficiency and performance in the automotive industry. With a focus on innovation, DeepDrive integrates cutting-edge technology to deliver next-generation propulsion systems that enhance the capabilities of electric vehicles. By prioritizing efficiency, DeepDrive's drive units optimize energy usage, extending vehicle range and minimizing environmental impact. Through relentless research and development, DeepDrive ensures its solutions meet the demands of modern transportation, offering reliability and sustainability. As a leader in electric vehicle propulsion, DeepDrive drives forward the evolution of automotive engineering, shaping the future of mobility with its revolutionary drive units.",Series A,89,3,16.3,21,"UVC Partners, Peter Mertens, co-pace, BMW i Ventures, Bayern Kapital","UVC Partners, Peter Mertens, 
Jonas Rieke, Bayern Kapital"
source.ag,03/17/2023,06/07/2023,"Source.ag pioneers AI technology to empower greenhouse growers worldwide. Committed to sustainable agriculture, they champion climate-resilient production of fresh produce while respecting planetary limits. Their AI solutions cater to both seasoned and novice growers, enhancing yields, minimizing risks, and optimizing business outcomes. By democratizing access to advanced technology, Source.ag ensures growers can sustainably meet global food demands while preserving the environment. With a mission to nurture a healthy planet and ensure food security for all, Source.ag stands as a beacon of innovation, transforming horticulture and empowering the heroes who cultivate our world's sustenance.",Series A,82,3,4,37,"The E14 Fund, SK Networks, HICO","Astanor Ventures, Acre Venture Partners, The E14 Fund, Rainbow Growers, Harvest House Cooperative, Agro Care"
skoon.world/,08/03/2023,10/19/2023,"Skoon is an innovative platform that empowers businesses with clean energy solutions for their ambitious projects. Through their rental platform, Skoon provides electricity to a wide range of industries, including construction, film & TV, entertainment, grid services, ports, and more. The platform allows users to rent energy systems, monitor their fleets, and manage rentals conveniently online. Skoon's Marketplace offers a comprehensive selection of energy solutions, from battery systems and solar panels to hydrogen fuel cells and hybrid power options. Users can easily book the energy systems that best suit their project needs. Skoon's unique approach includes a focus on clean energy solutions, flexible access to energy systems globally, and extensive data analysis to optimize energy usage and reduce emissions. Their software platform not only helps users find the right energy system but also offers tools for booking, managing, and reporting on energy projects. With a commitment to sustainability and innovative energy solutions, Skoon is a leader in the field of clean mobile energy.",Series A,77,3,5.4,5.4,"Blue Bear Capital, Rabobank, Kees Koolen, Graduate Entrepreneur Fund, Damen Shipyards",-
chord.co,11/03/2022,01/18/2023,Chord is a data intelligence company that enables brands to harness unified commerce data to make informed decisions and drive revenue growth in the rapidly evolving marketplace.,Series A,76,3,15,40,"White Star Capital, TechNexus Venture Collaborative, Spencer Slaine, Rose Street Capital, Imaginary Ventures, GC1 Ventures, Foundation Capital, Eclipse Ventures, Bright Pixel, Anti Fund","White Star Capital, Thrive Capital, Rose Street Capital, Index Ventures, Foundation Capital, Forerunner Ventures, Eclipse Ventures"
https://www.factory.ai/,07/03/2023,11/02/2023,Cutting-edge tech redefining the future through automation and AI.,Series B,122,4,5,5,"Spark Capital, Sequoia Capital, MANTIS Venture Capital, Banana Capital, Amplify Partnes",-
temporal.io/,10/16/2022,02/28/2023,Simplifying reliable distributed systems with Durable Execution.,Series B,135,5,75,203.5,"Sequoia Capital, Madrona, Index Ventures, Greenoaks, Amplify Partners, Addition","Sequoia Capital, Madrona, Index Ventures, Amplify Partners, Addition"
enfabrica.net,07/04/2023,09/12/2023,Revolutionizing data center networking with Accelerated Compute Fabric Switch System.,Series B,70,3,125,125,"Valor Equity Partners, Sutter Hill Ventures, NVIDIA, Liberty Global Ventures, Infinitum Partners, IAG Capital Partners, Atreides Management, Alumni Ventures",-
tryfinch.com/,10/16/2022,02/22/2023,Offering a unified API for Employment Systems integration.,Series B,129,5,40,62.1,"QED Investors, PruVen Capital, Menlo Ventures, General Catalyst, Altman Capital","Y Combinator, SemperVirens Venture Capital, Menlo Ventures, General Catalyst, Bedrock"
www.raft.ai,11/22/2022,07/11/2023,Offering intelligent logistics platform for freight forwarding.,Series B,231,8,30,47.9,"Moguntia Capital, Episode 1, Eight Roads Ventures, Dynamo, Bessemer Venture Partners","Episode 1, Dynamo, Bessemer Venture Partners, Techstars"
https://www.lolli.com/,10/15/2022,12/14/2023,"Lolli revolutionizes online shopping by offering a free browser extension and mobile app that enables users to earn up to 30% back in cash or bitcoin at over 25,000 top stores. With Lolli, the process is seamless – simply add the extension, shop at partner stores, and receive free money in your Lolli wallet. The platform extends beyond the U.S., welcoming global users through a waitlist. Lolli users enjoy significant rewards, averaging 7%, and have the opportunity to win over $100 daily through the innovative Daily Stack game on the mobile app. As featured in CNN, Wall Street Journal, and Forbes, Lolli reshapes the shopping experience, turning purchases into lucrative opportunities for users worldwide.",Series B,425,15,8,28.3,"WAGMI Ventures, The Spartan Group, Sfermion, Seven Seven Six, Serena Ventures, Rahul Pagidipati,  Prisma Ventures, Pir Granoff, Pathfinder, Night Ventures, Newman Capital, MZ Web3 Fund, Michelle Phan, Logan Paul, Hypersphere Ventures, Digital Currency Group, Company Ventures, BITKRAFT Ventures, Bain Capital Ventures, Animal Capital, 2 Punks Capital","Up North, Third Kind Venture Capital, Seven Seven Six, Night Ventures, Logan Paul, Lauren Riihimaki, Kenny Beecham, Josh Richards, Gabriel Leydon, Forerunner Ventures, Baron Davis, Banana Capital, Animal Capital, Acrew Capital, Serena Ventures, Phil Defranco, Noel Miller, Night Media, Ian Borthwick, Gabriel Leydon, cody ko, Casey Neistat, Version One Ventures, Sound Ventures, Pir Granoff, Pathfinder, Michelle Phan, Guy Oseary, FJ Labs LogoFJ Labs, Digital Currency Group, Craft Ventures, Company Ventures, Chapter One Ventures, Bain Capital Ventures, Adam Leber, Abe Burns, Zach Weinberg, SVA, Nat Turner, Gokul Rajaram, Forerunner Ventures, Brian Sugar, Alex Chung"
https://replicate.com/,10/15/2022,12/05/2023,"Replicate, a cutting-edge AI platform, simplifies complex tasks with its user-friendly API for running and fine-tuning open-source models. Boasting an extensive model repository, including SDXL, Llama, and Mistral, Replicate empowers users to effortlessly generate images, text, videos, music, and more with just one line of code. Whether enhancing models or deploying custom ones at scale, Replicate ensures seamless integration and rapid implementation. Trusted by diverse industries and backed by an engaged community, Replicate revolutionizes AI accessibility. From real-time poetry generation to deploying custom models with Cog, Replicate pioneers a new era in democratizing and deploying machine learning effortlessly.",Series B,416,15,40,57.8,"Y Combinator, Sequoia Capital, Pledge Ventures, NVentures,Heavybit, Andreessen Horowitz","Y Combinator, Sequoia Capital, Guillermo Rauch, Dlan Field, Andreessen Horowitz, SVA Logo
SVA, Nuno Job, Lachy Groom, Andrej Karpathy, "
www.bumper.co.uk,12/15/2022,01/03/2024,"Bumper offers interest-free payment options to cover car repairs, allowing users to split costs over six monthly payments, up to £5,000, with no upfront fees. With over 4,000 trusted service partners nationwide, including franchise dealerships, independent garages, body shops, and specialist repairers, Bumper ensures worry-free repairs and servicing. Users can quickly get pre-approved online, without impacting their credit score, and choose payment plans that suit them. Bumper's transparent approach and user-friendly process have helped over 500,000 UK drivers, providing peace of mind and flexibility for car repairs without financial strain.",Series B,384,14,50.5,152.7,"Shell Ventures, Revo Capital, Porsche Ventures, InMotion Ventures, 
Autotech Ventures","Revo Capital, ITOCHU Corporation, InMotion Ventures, Autotech Ventures, Secure Trust Bank, Porsche Ventures, Tech Nation Fintech, Naviter Capital"
www.bumper.co.uk,12/15/2022,1/3/2024,"Bumper offers an innovative PayLater solution, allowing UK drivers to spread the cost of car repairs with interest-free, upfront payments. Pre-approval is quick and paperless, covering bills up to £5,000 across 4,000 trusted service partners. Bumper partners with reputable dealers and garages nationwide, ensuring quality repairs for over 500,000 drivers. The process involves entering the vehicle registration, getting pre-approved for the credit limit, and choosing flexible monthly payments. Bumper provides a worry-free experience with no fees or interest, making car repairs hassle-free.",Series B,384,14,50.5,152.7,"Shell Ventures, Revo Capital, Porsche Ventures, Autotech Ventures","Revo Capital, ITOCHU Corporation, InMotion Ventures, Autotech Ventures"
https://linear.app,10/15/2022,09/14/2023,"Linear revolutionizes modern software development, emerging as the epitome of efficiency for product teams across the spectrum, from cutting-edge startups to established enterprises. Meticulously crafted with unparalleled precision, Linear seamlessly integrates UI elegance with top-tier performance, offering an unparalleled user experience. Tailored for modern software teams, it boasts built-in workflows that foster focus and routine, while its keyboard-centric design accelerates tasks with lightning-fast 50ms interactions and real-time sync. Linear's innovative features encompass issue tracking, cycles for team focus, roadmaps for strategic planning, and robust integrations, ensuring exponential results in the entire product development lifecycle. With an intuitive command line, customizable workflows, and a commitment to speed, Linear is not just a tool but a new standard in building exceptional products.",Series B,334,12,35,52.2,"Stewart Butterfield, Sequoia Capital, Rudi Skogman, Riku Mäkelä, Praveen Neppalli Naga, Pia Henrietta Kekäläinen, Oskari Saarenmaa, Marianne Vikkula, Lee Robinson, Kyle Parrish, Krithika Muthukumar, Kristo Ovaska, Koen Bok, Kenneth Auchenberg, Josh Miller, Jorn van Dijk, Immad Akhund, Ilkka Paananen, Guillermo Rauch, Gavin Weigh, Ganesh Srinivasan, Claire Hughes Johnson, Christina Cacioppo, Cal Henderson, Anthony Guo, Anssi Rusi, Andrew Mason, Akash Garg, Accel, 
01 Advisors","Sequoia Capital, Patrick Collison, Lenny Rachitsky, Julia DeWahl, Jude Gomila, Harry Stebbings, Gustaf Alstromer, Emilie Choi, Dylan Field, Dick Costolo, Bobby Goodlatte, Aston Motes, Adam Bain, Tikhon Bernstam, Marc McCabe, Larry Gadea, Jeff Chang, James Smith, Index Ventures, Fred Stevens-Smith, Dan Romero, Charlie Cheever, 
Bobby Goodlatte"
cyera.io,10/09/2022,06/27/2023,"Cyera pioneers holistic data security through its innovative cloud platform, simplifying data management and protection for businesses. Leveraging AI, Cyera enables effortless discovery, analysis, and classification of sensitive data across all environments without cumbersome agents. With agentless, cloud-native deployment, Cyera ensures complete coverage, empowering teams to focus on eliminating security risks. CISOs hail Cyera's ability to apply security directly to data, overcoming traditional challenges. Through automated classification and risk contextualization, Cyera provides invaluable insights, enabling swift threat detection and response. Trusted by industry leaders like Armis and LifeLabs, Cyera unlocks the true potential of data-driven growth while streamlining compliance and reducing costs, all within a five-minute setup.",Series B,261,9,100,164.5,"Sequoia Capital, Redpoint, Cyberstarts, Accel","Sequoia Capital, Cyberstarts, Cerca Partners, Accel"
https://matera.eu/fr,10/16/2022,07/03/2023,"Matera revolutionizes housing management, offering streamlined solutions for co-ownership and rentals. With a user-friendly platform, Matera simplifies complex tasks, earning praise for its economic efficiency, transparent practices, and attentive support. Trusted by over 100,000 satisfied co-owners, Matera boasts a 4.4/5 rating on Google. Traditional trustee limitations like unresponsiveness, opacity, and high costs fade with Matera's innovative approach. From cooperative trusteeship to rental management, Matera ensures sustainable economies, real-time transparency, and expert reactivity. With tailored offers and a team of legal, financial, and building experts, Matera empowers clients to efficiently manage their properties, fostering independence and savings.",Series B,260,9,7.6,65.8,"Mubadala Capital Ventures, Index Ventures, Bpifrance","Crowdcube, Samaipata, Mubadala Capital Ventures, Index Ventures, Burda Principal Investments, Bpifrance, Paulin Dementhon, Marc-David Choukroun, Bertrand Jelensperger, Kima Ventures"
